0.000103,-1.884421,-0.383211,0.975256
0.005363,-1.884311,-0.383318,0.97536
0.014664,-1.884172,-0.383547,0.975576
0.025026,-1.883978,-0.38377,0.975821
0.035514,-1.883895,-0.383934,0.97602
0.045074,-1.883692,-0.384128,0.976221
0.055402,-1.883597,-0.384357,0.976452
0.064721,-1.883528,-0.384531,0.976673
0.075009,-1.883425,-0.384669,0.976921
0.085379,-1.883279,-0.384848,0.977208
0.094651,-1.883165,-0.385069,0.977599
0.105088,-1.883026,-0.385297,0.978024
0.115676,-1.882819,-0.385495,0.978381
0.125028,-1.882589,-0.385716,0.978807
0.13553,-1.88233,-0.38593,0.979261
0.144953,-1.882199,-0.386165,0.979826
0.155371,-1.882052,-0.386323,0.980438
0.164949,-1.881899,-0.386526,0.981199
0.175266,-1.88156,-0.386737,0.981964
0.185602,-1.881258,-0.386887,0.98282
0.195033,-1.880828,-0.387036,0.983837
0.20541,-1.880487,-0.38715,0.984967
0.214985,-1.880017,-0.387262,0.986184
0.225394,-1.879595,-0.387301,0.987518
0.234782,-1.879248,-0.38726,0.989073
0.245194,-1.878796,-0.387213,0.990624
0.255634,-1.87821,-0.387147,0.992342
0.265194,-1.877694,-0.386977,0.994233
0.275527,-1.877103,-0.386841,0.996201
0.28484,-1.87632,-0.386668,0.998264
0.295201,-1.875406,-0.386425,1.00056
0.305577,-1.874841,-0.386081,1.002978
0.314955,-1.873956,-0.385701,1.005586
0.32529,-1.872924,-0.385294,1.008365
0.334627,-1.872504,-0.385034,1.009939
0.345031,-1.870641,-0.3842,1.014296
0.355394,-1.869335,-0.383599,1.017404
0.364809,-1.868059,-0.382803,1.020742
0.375105,-1.866629,-0.382001,1.024168
0.385446,-1.865072,-0.381042,1.027885
0.394841,-1.864242,-0.380538,1.029814
0.405401,-1.861772,-0.378765,1.035723
0.414864,-1.859733,-0.377465,1.03991
0.42522,-1.857664,-0.376099,1.044109
0.435637,-1.855512,-0.374587,1.048535
0.445039,-1.853081,-0.372911,1.053089
0.455571,-1.850867,-0.371091,1.057712
0.465075,-1.84831,-0.369123,1.062667
0.475414,-1.845516,-0.366933,1.067735
0.484753,-1.842609,-0.36464,1.07293
0.495267,-1.839728,-0.362245,1.077946
0.505671,-1.836371,-0.359724,1.08321
0.515325,-1.83278,-0.356926,1.088734
0.525178,-1.829221,-0.354038,1.094054
0.535493,-1.825566,-0.350943,1.099515
0.544856,-1.82163,-0.34759,1.105268
0.555306,-1.817529,-0.344097,1.111006
0.564746,-1.813389,-0.340421,1.116769
0.575058,-1.808904,-0.33642,1.122828
0.585411,-1.804467,-0.332397,1.12867
0.594796,-1.7997,-0.328051,1.134746
0.605458,-1.794751,-0.323609,1.140724
0.614956,-1.789602,-0.318794,1.14699
0.625763,-1.786979,-0.316345,1.150109
0.635121,-1.778921,-0.308922,1.159125
0.645424,-1.773182,-0.303437,1.165459
0.654794,-1.767326,-0.297828,1.1717
0.665241,-1.76106,-0.291852,1.178199
0.675546,-1.754816,-0.285847,1.184357
0.68488,-1.748338,-0.279582,1.190696
0.695234,-1.741843,-0.272935,1.197091
0.7056,-1.734924,-0.266268,1.203319
0.714988,-1.727906,-0.259254,1.209601
0.725381,-1.720616,-0.252031,1.215822
0.734819,-1.71333,-0.244496,1.222179
0.745178,-1.706102,-0.237047,1.228246
0.754765,-1.698064,-0.228887,1.234685
0.765312,-1.689677,-0.220312,1.241322
0.77459,-1.681908,-0.212415,1.247109
0.784941,-1.673566,-0.203638,1.253435
0.795287,-1.665084,-0.194732,1.259728
0.805644,-1.656148,-0.185405,1.265975
0.815385,-1.646952,-0.17591,1.272187
0.824735,-1.637995,-0.166379,1.278232
0.835068,-1.628813,-0.156574,1.28436
0.844666,-1.619082,-0.146214,1.290644
0.855222,-1.60972,-0.136218,1.296561
0.865631,-1.599711,-0.125456,1.302797
0.875159,-1.589236,-0.114182,1.309179
0.88549,-1.579234,-0.103349,1.315037
0.894846,-1.568402,-0.091612,1.321397
0.905141,-1.557987,-0.080267,1.327354
0.915602,-1.546753,-0.068299,1.333524
0.925036,-1.535871,-0.056516,1.339375
0.935317,-1.524315,-0.043811,1.345631
0.945629,-1.512986,-0.03145,1.351555
0.954979,-1.501075,-0.018435,1.357779
0.965559,-1.489246,-0.005654,1.363695
0.975056,-1.476693,0.007966,1.369956
0.985494,-1.464713,0.021209,1.375881
0.994812,-1.452392,0.034636,1.381876
1.005216,-1.439858,0.048438,1.387926
1.015579,-1.42628,0.063508,1.39449
1.025438,-1.41335,0.077581,1.400444
1.034801,-1.400151,0.09208,1.406557
1.045182,-1.386198,0.107632,1.413036
1.056712,-1.372651,0.122501,1.419169
1.065145,-1.358099,0.138464,1.425687
1.075449,-1.344556,0.153324,1.431563
1.084778,-1.330117,0.169096,1.437772
1.095159,-1.315411,0.185172,1.444131
1.105528,-1.300698,0.201193,1.450477
1.114917,-1.285272,0.21803,1.457067
1.125296,-1.270393,0.234187,1.463188
1.134606,-1.255034,0.251188,1.469695
1.144931,-1.240061,0.267666,1.475981
1.155294,-1.22423,0.285072,1.4826
1.164621,-1.207751,0.303142,1.489475
1.174972,-1.192009,0.320428,1.495981
1.185335,-1.176117,0.3377,1.502448
1.195658,-1.159327,0.355929,1.509217
1.205036,-1.14233,0.374436,1.516057
1.215437,-1.125669,0.39252,1.522729
1.224808,-1.109208,0.410355,1.529248
1.235177,-1.091359,0.429742,1.536381
1.245529,-1.074692,0.447844,1.543038
1.254976,-1.057845,0.466093,1.5497
1.265434,-1.039571,0.485967,1.556949
1.27486,-1.021542,0.505429,1.564102
1.285225,-1.004516,0.523794,1.570805
1.295552,-0.985884,0.543937,1.578159
1.30504,-0.967539,0.563701,1.585403
1.315417,-0.951108,0.58146,1.591838
1.324771,-0.932407,0.601596,1.599189
1.335149,-0.913213,0.622147,1.60669
1.345599,-0.893003,0.643835,1.614614
1.355008,-0.874673,0.663464,1.621722
1.365353,-0.855511,0.683971,1.629291
1.374629,-0.837399,0.703324,1.636315
1.384961,-0.817723,0.724226,1.643938
1.395348,-0.798635,0.744631,1.651353
1.40462,-0.779527,0.764852,1.658768
1.414916,-0.760042,0.785526,1.666337
1.425269,-0.740435,0.806237,1.673967
1.435635,-0.721056,0.826756,1.681507
1.445059,-0.701305,0.847653,1.689186
1.455483,-0.681076,0.868991,1.697005
1.465079,-0.660873,0.890264,1.70482
1.475513,-0.640131,0.912041,1.712849
1.48491,-0.620608,0.93253,1.720406
1.495234,-0.601653,0.952328,1.727768
1.505575,-0.581045,0.973997,1.735781
1.514952,-0.561307,0.99459,1.743416
1.525426,-0.540929,1.015815,1.751302
1.534729,-0.520205,1.037392,1.759308
1.54526,-0.499875,1.058627,1.76718
1.555754,-0.479583,1.079694,1.775022
1.565233,-0.459001,1.101076,1.782972
1.575535,-0.438934,1.12195,1.790721
1.584862,-0.417457,1.144221,1.79901
